Ticket_ID,Created_At,Channel,Response_Time_Minutes,Resolution_Time_Minutes,CSAT_Score,Issue_Type,Daily_Ticket_Count
T0900,26-01-2025,LiveAgent,9,120,5,Payment problem,12
T0901,05-03-2025,Chatbot,1,162,4,Driver issue,13
T0902,28-02-2025,Chatbot,24,132,4,Driver issue,12
T0903,25-02-2025,Chatbot,20,158,3,Account access,10
T0904,28-02-2025,LiveAgent,25,110,4,Payment problem,12
T0905,11-03-2025,Chatbot,14,111,5,App crash,11
T0906,02-02-2025,Chatbot,11,74,5,Lost item,20
T0907,22-02-2025,LiveAgent,21,60,4,Lost item,12
T0908,22-01-2025,Chatbot,3,45,5,Payment problem,8
T0909,21-01-2025,Chatbot,9,90,3,App crash,11
T0910,11-03-2025,Chatbot,27,136,5,Driver issue,11
T0911,11-03-2025,LiveAgent,14,97,1,Ride cancellation,11
T0912,04-01-2025,Chatbot,9,113,4,Ride cancellation,13
T0913,16-03-2025,LiveAgent,4,24,4,Payment problem,17
T0914,03-03-2025,LiveAgent,27,105,4,App crash,23
T0915,03-03-2025,Chatbot,4,176,2,App crash,23
T0916,24-01-2025,LiveAgent,28,132,5,Lost item,17
T0917,24-02-2025,Chatbot,8,10,3,Driver issue,8
T0918,09-01-2025,Chatbot,2,160,4,Account access,13
T0919,03-01-2025,LiveAgent,9,131,3,App crash,14
T0920,31-01-2025,LiveAgent,29,176,3,Account access,4
T0921,09-02-2025,LiveAgent,14,135,4,Ride cancellation,9
T0922,05-02-2025,Chatbot,22,66,4,Account access,13
T0923,24-01-2025,Chatbot,9,90,3,Driver issue,17
T0924,06-01-2025,Chatbot,24,171,3,Driver issue,12
T0925,07-03-2025,Chatbot,23,178,4,Account access,10
T0926,25-03-2025,Chatbot,16,82,5,Payment problem,11
T0927,16-03-2025,Chatbot,29,150,5,App crash,17
T0928,04-01-2025,Chatbot,17,79,2,Payment problem,13
T0929,20-03-2025,Chatbot,16,15,4,Account access,8
T0930,06-01-2025,Chatbot,12,93,2,App crash,12
T0931,20-02-2025,Chatbot,3,61,1,Lost item,15
T0932,03-03-2025,LiveAgent,11,12,4,Payment problem,23
T0933,26-02-2025,Chatbot,14,90,4,Payment problem,10
T0934,07-03-2025,LiveAgent,18,72,3,Account access,10
T0935,20-03-2025,LiveAgent,21,58,3,Ride cancellation,8
T0936,16-03-2025,Chatbot,21,85,1,Account access,17
T0937,08-01-2025,LiveAgent,5,121,5,Payment problem,15
T0938,26-01-2025,Chatbot,16,118,5,App crash,12
T0939,20-02-2025,Chatbot,20,74,2,Ride cancellation,15
T0940,14-02-2025,Chatbot,5,90,3,Account access,10
T0941,13-02-2025,Chatbot,3,24,5,Account access,12
T0942,05-01-2025,Chatbot,12,109,5,Payment problem,13
T0943,11-03-2025,Chatbot,1,41,4,Payment problem,11
T0944,26-01-2025,LiveAgent,21,105,2,Lost item,12
T0945,09-03-2025,LiveAgent,29,137,1,Account access,6
T0946,19-01-2025,Chatbot,9,155,4,Payment problem,15
T0947,25-03-2025,LiveAgent,29,122,4,Driver issue,11
T0948,20-01-2025,Chatbot,9,92,1,Ride cancellation,8
T0949,12-01-2025,Chatbot,4,52,4,Driver issue,14
T0950,16-02-2025,LiveAgent,3,125,1,Ride cancellation,13
T0951,01-01-2025,Chatbot,17,172,5,Account access,18
T0952,31-03-2025,Chatbot,2,87,3,Lost item,21
T0953,14-01-2025,Chatbot,24,67,1,Payment problem,11
T0954,05-03-2025,Chatbot,1,42,4,Payment problem,13
T0955,07-02-2025,LiveAgent,8,23,4,Payment problem,12
T0956,06-02-2025,Chatbot,13,171,5,Account access,8
T0957,11-01-2025,LiveAgent,23,141,4,Ride cancellation,5
T0958,18-03-2025,Chatbot,15,68,3,Payment problem,8
T0959,03-01-2025,Chatbot,8,166,4,Driver issue,14
T0960,02-02-2025,Chatbot,12,92,3,Payment problem,20
T0961,06-01-2025,LiveAgent,22,143,5,Account access,12
T0962,19-02-2025,Chatbot,12,130,4,Lost item,11
T0963,10-01-2025,LiveAgent,14,177,4,Driver issue,8
T0964,05-01-2025,LiveAgent,15,92,2,Payment problem,13
T0965,23-01-2025,Chatbot,15,36,4,Payment problem,14
T0966,10-01-2025,LiveAgent,9,89,5,App crash,8
T0967,13-02-2025,LiveAgent,19,143,5,Ride cancellation,12
T0968,02-01-2025,LiveAgent,26,22,3,Driver issue,15
T0969,13-01-2025,Chatbot,20,73,3,App crash,11
T0970,09-02-2025,Chatbot,29,156,5,Lost item,9
T0971,02-01-2025,Chatbot,22,89,5,Ride cancellation,15
T0972,25-03-2025,Chatbot,8,132,2,Driver issue,11
T0973,06-03-2025,Chatbot,21,52,4,Payment problem,9
T0974,04-03-2025,LiveAgent,19,98,3,Driver issue,14
T0975,14-03-2025,Chatbot,6,157,5,Payment problem,8
T0976,17-01-2025,Chatbot,20,104,2,Ride cancellation,16
T0977,09-01-2025,LiveAgent,25,160,3,Payment problem,13
T0978,16-03-2025,LiveAgent,29,11,5,Lost item,17
T0979,15-01-2025,Chatbot,19,129,2,Account access,11
T0980,24-01-2025,LiveAgent,4,31,4,Payment problem,17
T0981,07-02-2025,Chatbot,23,124,4,Lost item,12
T0982,04-02-2025,Chatbot,7,66,3,Account access,12
T0983,18-02-2025,LiveAgent,28,81,4,Ride cancellation,10
T0984,10-03-2025,Chatbot,28,16,4,Ride cancellation,13
T0985,03-03-2025,Chatbot,4,128,3,Driver issue,23
T0986,01-03-2025,Chatbot,22,123,4,Lost item,13
T0987,19-02-2025,Chatbot,12,25,5,Lost item,11
T0988,19-03-2025,Chatbot,13,92,5,App crash,9
T0989,16-03-2025,Chatbot,3,81,3,App crash,17
T0990,09-01-2025,LiveAgent,22,133,2,Account access,13
T0991,03-02-2025,LiveAgent,12,122,3,Account access,11
T0992,17-03-2025,Chatbot,2,21,4,App crash,9
T0993,04-02-2025,Chatbot,24,135,4,Account access,12
T0994,01-01-2025,Chatbot,2,62,4,Payment problem,18
T0995,09-02-2025,Chatbot,27,84,2,App crash,9
T0996,05-03-2025,LiveAgent,23,142,1,Lost item,13
T0997,22-01-2025,Chatbot,9,36,4,Payment problem,8
T0998,01-03-2025,Chatbot,1,149,4,Account access,13
T0999,05-03-2025,LiveAgent,8,154,3,Ride cancellation,13
T1000,13-03-2025,LiveAgent,23,143,4,Driver issue,9
T0061,16-02-2025,Chatbot,21,28,5,Lost item,13
